A股全量股票涨跌幅排行榜
基准日期: 2026-06-25  截止日期: 2026-07-14  生成时间: 2026-07-14 09:14:06
有效股票数: 5,194  上涨: 1,402  下跌: 3,769  中位数: -5.77%  平均: -6.45%
最大涨幅: +127.43%  最大跌幅: -54.61%

+-------+---------+-------------+---------------+-----------+-----------+-----------+-----------+---------+---------+-------+-------+------+---------+
|  排名  |   代码   |     名称     |      行业      |   总市值   |  基准日价  |   当前价   |   涨跌幅   |  前导天  |  天数比  |  风险  |  机会  | 象限  |    PE    |
|   4508 |  002511  | 中顺洁柔     | 未知           |       89亿 |       6.69 |       7.02 |     +4.93% |        7 |     0.6x |     28 |     42 |   W   |     25.5 |
|   4509 |  603223  | 恒通股份     | 未知           |       89亿 |      11.96 |      12.55 |     +4.93% |        2 |     0.2x |     32 |     25 |   W   |     28.0 |
|   4510 |  688489  | 三未信安     | 未知           |       41亿 |      23.14 |      24.28 |     +4.93% |        2 |     0.2x |     22 |     25 |   W   |     亏损 |
|   4511 |  300347  | 泰格医药     | 未知           |      260亿 |      43.74 |      45.91 |     +4.96% |        2 |     0.2x |     22 |     26 |   W   |     51.2 |
|   4512 |  601801  | 皖新传媒     | 未知           |       99亿 |       4.84 |       5.08 |     +4.96% |        7 |     0.6x |     28 |     36 |   W   |     13.3 |
|   4513 |  600939  | 重庆建工     | 未知           |       48亿 |       2.41 |       2.53 |     +4.98% |        5 |     0.4x |     22 |     30 |   W   |     亏损 |
|   4514 |  002053  | 云南能投     | 未知           |       85亿 |       8.74 |       9.18 |     +5.03% |        1 |     0.1x |     22 |     24 |   W   |     38.2 |
|   4515 |  000498  | 山东路桥     | 未知           |       71亿 |       4.67 |       4.91 |     +5.05% |       13 |     1.1x |     36 |     47 |   W   |      3.5 |
|   4516 |  605008  | 长鸿高科     | 未知           |       75亿 |      11.02 |      11.58 |     +5.08% |        7 |     0.6x |     28 |     42 |   W   |     亏损 |
|   4517 |  301273  | 瑞晨环保     | 未知           |       23亿 |      28.60 |      30.06 |     +5.10% |        2 |     0.2x |     22 |     30 |   W   |     亏损 |
|   4518 |  601658  | 邮储银行     | 未知           |     3663亿 |       4.80 |       5.05 |     +5.10% |        8 |     0.7x |     28 |     41 |   W   |      6.9 |
|   4519 |  600479  | 千金药业     | 未知           |       40亿 |       9.19 |       9.66 |     +5.11% |       13 |     1.1x |     36 |     47 |   W   |     15.4 |
|   4520 |  600928  | 西安银行     | 未知           |      155亿 |       3.33 |       3.50 |     +5.11% |       25 |     2.1x |     44 |     31 |   W   |      5.8 |
|   4521 |  301199  | 迈赫股份     | 未知           |       33亿 |      17.57 |      18.47 |     +5.12% |        2 |     0.2x |     22 |     30 |   W   |     39.9 |
|   4522 |  601107  | 四川成渝     | 未知           |      115亿 |       5.07 |       5.33 |     +5.13% |        2 |     0.2x |     22 |     20 |   W   |     11.0 |
|   4523 |  300115  | 长盈精密     | 未知           |      402亿 |      28.19 |      29.64 |     +5.14% |        3 |     0.2x |     22 |     20 |   W   |     73.6 |
|   4524 |  300301  | ST长方       | 未知           |       29亿 |       3.50 |       3.68 |     +5.14% |        2 |     0.2x |     22 |     20 |   W   |     亏损 |
|   4525 |  003013  | 地铁设计     | 未知           |       64亿 |      15.00 |      15.78 |     +5.20% |        1 |     0.1x |     22 |     25 |   W   |     15.1 |
|   4526 |  600673  | 东阳光       | 未知           |     1148亿 |      36.36 |      38.25 |     +5.20% |        2 |     0.2x |     22 |     23 |   W   |    986.4 |
|   4527 |  301030  | *ST仕净      | 未知           |       17亿 |       8.05 |       8.47 |     +5.22% |        1 |     0.1x |     22 |     34 |   W   |     亏损 |
|   4528 |  688526  | 科前生物     | 未知           |       59亿 |      12.08 |      12.71 |     +5.22% |       15 |     1.2x |     36 |     41 |   W   |     15.2 |
|   4529 |  688605  | 先锋精科     | 未知           |      105亿 |      92.47 |      97.31 |     +5.23% |        2 |     0.2x |     22 |     30 |   W   |    114.7 |
|   4530 |  000719  | 中原传媒     | 未知           |       76亿 |      10.84 |      11.41 |     +5.26% |        6 |     0.5x |     22 |     30 |   W   |      8.5 |
|   4531 |  300218  | 安利股份     | 未知           |       27亿 |      11.97 |      12.60 |     +5.26% |        4 |     0.3x |     22 |     25 |   W   |     30.2 |
|   4532 |  600327  | 大东方       | 未知           |       30亿 |       3.23 |       3.40 |     +5.26% |        6 |     0.5x |     22 |     36 |   W   |     亏损 |
|   4533 |  601169  | 北京银行     | 未知           |     1049亿 |       4.71 |       4.96 |     +5.26% |        8 |     0.7x |     28 |     42 |   W   |      5.1 |
|   4534 |  000850  | 华茂股份     | 未知           |       36亿 |       3.60 |       3.79 |     +5.28% |        7 |     0.6x |     28 |     36 |   W   |     72.4 |
|   4535 |  002701  | 奥瑞金       | 未知           |      117亿 |       4.36 |       4.59 |     +5.28% |       10 |     0.8x |     28 |     46 |   W   |     13.7 |
|   4536 |  301376  | 致欧科技     | 未知           |       36亿 |      17.80 |      18.74 |     +5.28% |        1 |     0.1x |     22 |     17 |   W   |     25.1 |
|   4537 |  000529  | 广弘控股     | 未知           |       26亿 |       4.35 |       4.58 |     +5.29% |        6 |     0.5x |     22 |     30 |   W   |     25.0 |
|   4538 |  300318  | 博晖创新     | 未知           |       36亿 |       4.34 |       4.57 |     +5.30% |        8 |     0.7x |     28 |     42 |   W   |     亏损 |
|   4539 |  600523  | 贵航股份     | 未知           |       46亿 |      10.75 |      11.32 |     +5.30% |        7 |     0.6x |     28 |     41 |   W   |     23.3 |
|   4540 |  688073  | 毕得医药     | 未知           |       47亿 |      48.90 |      51.49 |     +5.30% |        3 |     0.2x |     22 |     26 |   W   |     27.9 |
|   4541 |  001388  | 信通电子     | 未知           |       25亿 |      28.00 |      29.49 |     +5.32% |        2 |     0.2x |     22 |     20 |   W   |     39.8 |
|   4542 |  002216  | 三全食品     | 未知           |       79亿 |      11.85 |      12.48 |     +5.32% |       17 |     1.4x |     36 |     47 |   W   |     18.1 |
|   4543 |  000028  | 国药一致     | 未知           |      108亿 |      19.45 |      20.49 |     +5.35% |       16 |     1.3x |     36 |     41 |   W   |     11.4 |
|   4544 |  000506  | 招金黄金     | 未知           |      122亿 |      12.50 |      13.17 |     +5.36% |        2 |     0.2x |     26 |     28 |   W   |     35.0 |
|   4545 |  300577  | 开润股份     | 未知           |       23亿 |      15.45 |      16.28 |     +5.37% |       13 |     1.1x |     36 |     41 |   W   |     11.3 |
|   4546 |  600377  | 宁沪高速     | 未知           |      454亿 |      11.34 |      11.95 |     +5.38% |        8 |     0.7x |     28 |     41 |   W   |     12.7 |
|   4547 |  600576  | 祥源文旅     | 未知           |       37亿 |       5.38 |       5.67 |     +5.39% |        4 |     0.3x |     22 |     28 |   W   |     58.2 |
|   4548 |  600031  | 三一重工     | 未知           |     1586亿 |      17.75 |      18.71 |     +5.41% |        3 |     0.2x |     22 |     20 |   W   |     20.4 |
|   4549 |  600495  | 晋西车轴     | 未知           |       44亿 |       3.47 |       3.66 |     +5.41% |        2 |     0.2x |     22 |     25 |   W   |    206.8 |
|   4550 |  603658  | 安图生物     | 未知           |      178亿 |      29.60 |      31.20 |     +5.41% |        6 |     0.5x |     22 |     30 |   W   |     17.2 |
|   4551 |  688670  | 金迪克       | 未知           |       18亿 |      13.87 |      14.62 |     +5.41% |        2 |     0.2x |     22 |     24 |   W   |     亏损 |
|   4552 |  601328  | 交通银行     | 未知           |     1765亿 |       6.42 |       6.77 |     +5.42% |        7 |     0.6x |     28 |     42 |   W   |      6.2 |
|   4553 |  300419  | ST浩丰       | 未知           |       26亿 |       6.63 |       6.99 |     +5.43% |        5 |     0.4x |     22 |     25 |   W   |     亏损 |
|   4554 |  000520  | 凤凰航运     | 未知           |       41亿 |       3.86 |       4.07 |     +5.44% |        2 |     0.2x |     22 |     24 |   W   |     亏损 |
|   4555 |  605199  | ST葫芦娃     | 未知           |       23亿 |       5.51 |       5.81 |     +5.44% |        2 |     0.2x |     22 |     20 |   W   |     亏损 |
|   4556 |  600323  | 瀚蓝环境     | 未知           |      235亿 |      27.34 |      28.83 |     +5.45% |        4 |     0.3x |     22 |     31 |   W   |     11.0 |
|   4557 |  300110  | 华仁药业     | 未知           |       32亿 |       2.56 |       2.70 |     +5.47% |       12 |     1.0x |     28 |     47 |   W   |     亏损 |
|   4558 |  300588  | 熙菱信息     | 未知           |       43亿 |      22.85 |      24.10 |     +5.47% |        4 |     0.3x |     22 |     27 |   W   |     亏损 |
|   4559 |  003030  | 祖名股份     | 未知           |       19亿 |      22.59 |      23.83 |     +5.49% |        7 |     0.6x |     31 |     39 |   W   |    106.7 |
|   4560 |  600872  | 中炬高新     | 未知           |      139亿 |      17.13 |      18.07 |     +5.49% |       15 |     1.2x |     36 |     41 |   W   |     22.6 |
|   4561 |  603286  | 日盈电子     | 未知           |       59亿 |      48.45 |      51.11 |     +5.49% |        2 |     0.2x |     22 |     30 |   W   |     亏损 |
|   4562 |  000538  | 云南白药     | 未知           |      882亿 |      47.15 |      49.75 |     +5.51% |        7 |     0.6x |     28 |     42 |   W   |     16.9 |
|   4563 |  001256  | 炜冈科技     | 未知           |       28亿 |      24.85 |      26.22 |     +5.51% |        8 |     0.7x |     31 |     40 |   W   |     25.9 |
|   4564 |  600348  | 华阳股份     | 未知           |      304亿 |       7.98 |       8.42 |     +5.51% |        5 |     0.4x |     22 |     25 |   W   |     19.1 |
|   4565 |  601919  | 中远海控     | 未知           |     1773亿 |      13.38 |      14.12 |     +5.53% |       11 |     0.9x |     28 |     47 |   W   |      8.6 |
|   4566 |  600548  | 深高速       | 未知           |      145亿 |       8.02 |       8.46 |     +5.54% |       13 |     1.1x |     36 |     41 |   W   |     18.2 |
|   4567 |  603236  | 移远通信     | 未知           |      211亿 |      49.55 |      52.30 |     +5.55% |        4 |     0.3x |     22 |     30 |   W   |     27.5 |
|   4568 |  001322  | 箭牌家居     | 未知           |       48亿 |       5.73 |       6.05 |     +5.58% |        7 |     0.6x |     28 |     40 |   W   |    107.1 |
|   4569 |  600018  | 上港集团     | 未知           |     1186亿 |       4.83 |       5.10 |     +5.59% |       16 |     1.3x |     36 |     46 |   W   |      8.7 |
|   4570 |  002958  | 青农商行     | 未知           |      154亿 |       2.68 |       2.83 |     +5.60% |        8 |     0.7x |     28 |     41 |   W   |      4.9 |
|   4571 |  002370  | 亚太药业     | 未知           |       41亿 |       5.17 |       5.46 |     +5.61% |        1 |     0.1x |     22 |     20 |   W   |     40.1 |
|   4572 |  601952  | 苏垦农发     | 未知           |      109亿 |       7.49 |       7.91 |     +5.61% |        5 |     0.4x |     22 |     31 |   W   |     21.2 |
|   4573 |  300463  | 迈克生物     | 未知           |       43亿 |       8.37 |       8.84 |     +5.62% |       13 |     1.1x |     36 |     46 |   W   |     亏损 |
|   4574 |  002360  | ST同德       | 未知           |       17亿 |       4.97 |       5.25 |     +5.63% |        4 |     0.3x |     22 |     31 |   W   |     亏损 |
|   4575 |  688359  | 三孚新科     | 未知           |      182亿 |     172.38 |     182.08 |     +5.63% |        1 |     0.1x |     26 |     30 |   W   |     亏损 |
|   4576 |  301232  | 飞沃科技     | 未知           |       96亿 |     144.82 |     153.00 |     +5.65% |        5 |     0.4x |     22 |     31 |   W   |    357.7 |
|   4577 |  603261  | 立航科技     | 未知           |       43亿 |      52.00 |      54.94 |     +5.65% |        1 |     0.1x |     22 |     15 |   W   |     亏损 |
|   4578 |  688209  | 英集芯       | 未知           |      119亿 |      25.89 |      27.35 |     +5.65% |        6 |     0.5x |     22 |     30 |   W   |     58.3 |
|   4579 |  603871  | 嘉友国际     | 未知           |      153亿 |      10.59 |      11.19 |     +5.66% |        5 |     0.4x |     26 |     25 |   W   |     12.7 |
|   4580 |  688759  | 必贝特       | 未知           |       18亿 |      31.61 |      33.40 |     +5.66% |        9 |     0.8x |     28 |     47 |   W   |     亏损 |
|   4581 |  300692  | 中赋科技     | 未知           |       42亿 |       7.73 |       8.17 |     +5.69% |       16 |     1.3x |     36 |     41 |   W   |     70.1 |
|   4582 |  600036  | 招商银行     | 未知           |     7684亿 |      35.23 |      37.25 |     +5.74% |        6 |     0.5x |     22 |     30 |   W   |      6.2 |
|   4583 |  688115  | 思林杰       | 未知           |       47亿 |      66.36 |      70.17 |     +5.74% |        1 |     0.1x |     26 |     26 |   W   |    599.2 |
|   4584 |  600938  | 中国海油     | 未知           |      862亿 |      27.25 |      28.82 |     +5.76% |        3 |     0.2x |     28 |     26 |   W   |     11.0 |
|   4585 |  603235  | 天新药业     | 未知           |      100亿 |      21.67 |      22.92 |     +5.77% |        7 |     0.6x |     28 |     36 |   W   |     19.3 |
|   4586 |  002157  | 正邦科技     | 未知           |      228亿 |       2.77 |       2.93 |     +5.78% |        5 |     0.4x |     22 |     25 |   W   |     亏损 |
|   4587 |  688296  | 和达科技     | 未知           |       13亿 |      11.76 |      12.44 |     +5.78% |        2 |     0.2x |     22 |     25 |   W   |     亏损 |
|   4588 |  688591  | 泰凌微       | 未知           |       59亿 |      33.23 |      35.15 |     +5.78% |        8 |     0.7x |     28 |     42 |   W   |     85.0 |
|   4589 |  300158  | 振东制药     | 未知           |       49亿 |       4.65 |       4.92 |     +5.81% |        6 |     0.5x |     22 |     30 |   W   |     亏损 |
|   4590 |  301613  | 新铝时代     | 未知           |       33亿 |      37.32 |      39.49 |     +5.81% |        2 |     0.2x |     22 |     26 |   W   |     24.1 |
|   4591 |  600572  | 康恩贝       | 未知           |      106亿 |       3.96 |       4.19 |     +5.81% |       30 |     2.5x |     44 |     30 |   W   |     22.0 |
|   4592 |  000661  | 长春高新     | 未知           |      277亿 |      65.61 |      69.43 |     +5.82% |       16 |     1.3x |     36 |     41 |   W   |     亏损 |
|   4593 |  002120  | 韵达股份     | 未知           |      189亿 |       6.36 |       6.73 |     +5.82% |       17 |     1.4x |     36 |     41 |   W   |     14.6 |
|   4594 |  002594  | 比亚迪       | 未知           |     3033亿 |      82.20 |      86.98 |     +5.82% |        3 |     0.2x |     22 |     20 |   W   |     28.8 |
|   4595 |  300474  | 景嘉微       | 未知           |      240亿 |      55.75 |      59.00 |     +5.83% |        8 |     0.7x |     28 |     42 |   W   |     亏损 |
|   4596 |  600641  | 先导基电     | 未知           |      366亿 |      37.20 |      39.38 |     +5.86% |        4 |     0.3x |     22 |     25 |   W   |     亏损 |
|   4597 |  603367  | 辰欣药业     | 未知           |       62亿 |      12.97 |      13.73 |     +5.86% |       17 |     1.4x |     36 |     41 |   W   |     15.2 |
|   4598 |  601996  | 丰林集团     | 未知           |       26亿 |       2.21 |       2.34 |     +5.88% |        2 |     0.2x |     26 |     25 |   W   |     亏损 |
|   4599 |  301230  | 泓博医药     | 未知           |       49亿 |      36.69 |      38.85 |     +5.89% |        4 |     0.3x |     22 |     22 |   W   |    117.6 |
|   4600 |  600535  | 天士力       | 未知           |      215亿 |      13.58 |      14.38 |     +5.89% |        7 |     0.6x |     28 |     42 |   W   |     18.5 |
|   4601 |  002715  | 登云股份     | 未知           |       19亿 |      13.23 |      14.01 |     +5.90% |        2 |     0.2x |     22 |     30 |   W   |     亏损 |
|   4602 |  603213  | 镇洋发展     | 未知           |       65亿 |      13.73 |      14.54 |     +5.90% |        8 |     0.7x |     28 |     41 |   W   |     86.0 |
|   4603 |  603329  | 上海雅仕     | 未知           |       20亿 |       9.25 |       9.80 |     +5.90% |        8 |     0.7x |     31 |     41 |   W   |     35.8 |
|   4604 |  603387  | 基蛋生物     | 未知           |       42亿 |       7.80 |       8.26 |     +5.90% |       13 |     1.1x |     36 |     41 |   W   |     18.0 |
|   4605 |  601139  | 深圳燃气     | 未知           |      174亿 |       5.72 |       6.06 |     +5.94% |        7 |     0.6x |     28 |     42 |   W   |     11.3 |
|   4606 |  601838  | 成都银行     | 未知           |      764亿 |      17.01 |      18.02 |     +5.94% |        5 |     0.4x |     22 |     31 |   W   |      5.7 |
|   4607 |  603198  | 迎驾贡酒     | 未知           |      258亿 |      30.49 |      32.30 |     +5.94% |        5 |     0.4x |     22 |     25 |   W   |     13.0 |
|   4608 |  300705  | 九典制药     | 未知           |       39亿 |       9.91 |      10.50 |     +5.95% |        8 |     0.7x |     28 |     42 |   W   |     13.0 |
|   4609 |  600997  | 开滦股份     | 未知           |       82亿 |       4.87 |       5.16 |     +5.95% |        7 |     0.6x |     28 |     42 |   W   |     亏损 |
|   4610 |  688347  | 华虹宏力     | 未知           |     1427亿 |     330.36 |     350.00 |     +5.95% |        2 |     0.2x |     22 |     21 |   W   |   1232.7 |
|   4611 |  000597  | 东北制药     | 未知           |       65亿 |       4.36 |       4.62 |     +5.96% |       17 |     1.4x |     36 |     47 |   W   |     26.3 |
|   4612 |  301087  | 可孚医疗     | 未知           |       91亿 |      44.43 |      47.08 |     +5.96% |       20 |     1.7x |     36 |     34 |   W   |     28.7 |
|   4613 |  601939  | 建设银行     | 未知           |      977亿 |       9.61 |      10.18 |     +5.96% |        8 |     0.7x |     28 |     41 |   W   |      7.8 |
|   4614 |  688505  | 复旦张江     | 未知           |       54亿 |       7.22 |       7.65 |     +5.96% |        5 |     0.4x |     22 |     25 |   W   |     亏损 |
|   4615 |  002275  | 桂林三金     | 未知           |       74亿 |      12.56 |      13.31 |     +5.97% |       17 |     1.4x |     36 |     41 |   W   |     17.3 |
|   4616 |  000656  | 金科股份     | 未知           |       94亿 |       1.17 |       1.24 |     +5.98% |        2 |     0.2x |     26 |     28 |   W   |      0.4 |
|   4617 |  002262  | 恩华药业     | 未知           |      177亿 |      18.89 |      20.02 |     +5.98% |       16 |     1.3x |     36 |     41 |   W   |     18.9 |
|   4618 |  300070  | 碧水源       | 未知           |      118亿 |       3.25 |       3.44 |     +5.98% |        7 |     0.6x |     28 |     41 |   W   |    202.9 |
|   4619 |  688066  | *ST航图      | 未知           |       28亿 |      10.03 |      10.63 |     +5.98% |        1 |     0.1x |     26 |     35 |   W   |     亏损 |
|   4620 |  002233  | 塔牌集团     | 未知           |       89亿 |       7.18 |       7.61 |     +5.99% |        7 |     0.6x |     31 |     36 |   W   |     14.5 |
|   4621 |  002402  | 和而泰       | 未知           |      204亿 |      23.50 |      24.91 |     +6.00% |        5 |     0.4x |     22 |     25 |   W   |     34.6 |
|   4622 |  603053  | 成都燃气     | 未知           |       77亿 |       8.16 |       8.65 |     +6.00% |        7 |     0.6x |     28 |     42 |   W   |     16.4 |
|   4623 |  603933  | 睿能科技     | 未知           |       51亿 |      23.31 |      24.71 |     +6.01% |        9 |     0.8x |     28 |     43 |   W   |     91.0 |
|   4624 |  002084  | 海鸥住工     | 未知           |       24亿 |       3.49 |       3.70 |     +6.02% |        7 |     0.6x |     28 |     41 |   W   |     亏损 |
|   4625 |  688298  | 东方生物     | 未知           |       39亿 |      18.25 |      19.35 |     +6.03% |        5 |     0.4x |     22 |     25 |   W   |     亏损 |
|   4626 |  600803  | 新奥股份     | 未知           |      491亿 |      15.06 |      15.97 |     +6.04% |        7 |     0.6x |     28 |     42 |   W   |     11.3 |
|   4627 |  601665  | 齐鲁银行     | 未知           |      376亿 |       5.76 |       6.11 |     +6.04% |        5 |     0.4x |     22 |     30 |   W   |      6.4 |
|   4628 |  000711  | ST京蓝       | 未知           |      121亿 |       4.79 |       5.08 |     +6.05% |        2 |     0.2x |     22 |     28 |   W   |     亏损 |
|   4629 |  600581  | *ST八钢      | 未知           |       35亿 |       2.15 |       2.28 |     +6.05% |        2 |     0.2x |     22 |     24 |   W   |     亏损 |
|   4630 |  002032  | 苏泊尔       | 未知           |      341亿 |      40.22 |      42.66 |     +6.07% |       10 |     0.8x |     28 |     47 |   W   |     16.2 |
|   4631 |  603998  | 方盛制药     | 未知           |       43亿 |       9.22 |       9.78 |     +6.07% |        8 |     0.7x |     28 |     41 |   W   |     14.0 |
|   4632 |  688522  | 纳睿雷达     | 未知           |       36亿 |      19.53 |      20.72 |     +6.09% |       13 |     1.1x |     36 |     41 |   W   |     76.9 |
|   4633 |  002127  | 南极电商     | 未知           |       55亿 |       2.62 |       2.78 |     +6.11% |       12 |     1.0x |     34 |     41 |   W   |     亏损 |
|   4634 |  002200  | 交投生态     | 未知           |       12亿 |       5.88 |       6.24 |     +6.12% |        2 |     0.2x |     22 |     24 |   W   |     亏损 |
|   4635 |  000521  | 长虹美菱     | 未知           |       47亿 |       5.06 |       5.37 |     +6.13% |        2 |     0.2x |     22 |     24 |   W   |     18.5 |
|   4636 |  601162  | 天风证券     | 未知           |      328亿 |       3.59 |       3.81 |     +6.13% |        3 |     0.2x |     22 |     23 |   W   |    291.0 |
|   4637 |  600269  | 赣粤高速     | 未知           |       97亿 |       3.90 |       4.14 |     +6.15% |       13 |     1.1x |     36 |     47 |   W   |      8.6 |
|   4638 |  600388  | 龙净环保     | 未知           |      203亿 |      15.07 |      16.00 |     +6.17% |        3 |     0.2x |     22 |     26 |   W   |     17.4 |
|   4639 |  002349  | 精华制药     | 未知           |       55亿 |       6.31 |       6.70 |     +6.18% |       15 |     1.2x |     36 |     47 |   W   |     25.0 |
|   4640 |  002267  | 陕天然气     | 未知           |       78亿 |       6.60 |       7.01 |     +6.21% |       11 |     0.9x |     28 |     41 |   W   |     15.7 |
|   4641 |  600660  | 福耀玻璃     | 未知           |     1022亿 |      48.01 |      51.00 |     +6.23% |        7 |     0.6x |     28 |     42 |   W   |     14.8 |
|   4642 |  688389  | 普门科技     | 未知           |       45亿 |       9.95 |      10.57 |     +6.23% |        6 |     0.5x |     22 |     30 |   W   |     27.8 |
|   4643 |  688076  | ST诺泰       | 未知           |       90亿 |      26.71 |      28.38 |     +6.25% |       13 |     1.1x |     36 |     41 |   W   |     29.1 |
|   4644 |  601019  | 山东出版     | 未知           |      145亿 |       6.55 |       6.96 |     +6.26% |       17 |     1.4x |     36 |     41 |   W   |     12.3 |
|   4645 |  688153  | 唯捷创芯     | 未知           |      135亿 |      30.96 |      32.90 |     +6.27% |       10 |     0.8x |     28 |     47 |   W   |   1039.1 |
|   4646 |  600582  | 天地科技     | 未知           |      196亿 |       4.46 |       4.74 |     +6.28% |        2 |     0.2x |     22 |     20 |   W   |     13.6 |
|   4647 |  603065  | 宿迁联盛     | 未知           |       90亿 |      20.13 |      21.40 |     +6.31% |        1 |     0.1x |     22 |     20 |   W   |     亏损 |
|   4648 |  600279  | 重庆港       | 未知           |       47亿 |       3.74 |       3.98 |     +6.33% |        5 |     0.4x |     22 |     25 |   W   |     80.8 |
|   4649 |  605368  | 蓝天燃气     | 未知           |       47亿 |       6.16 |       6.55 |     +6.33% |        2 |     0.2x |     22 |     25 |   W   |     19.9 |
|   4650 |  300194  | 福安药业     | 未知           |       36亿 |       3.46 |       3.68 |     +6.36% |       13 |     1.1x |     36 |     47 |   W   |     69.6 |
|   4651 |  600236  | 桂冠电力     | 未知           |      750亿 |       8.94 |       9.51 |     +6.38% |        5 |     0.4x |     22 |     31 |   W   |     20.9 |
|   4652 |  000937  | 冀中能源     | 未知           |      163亿 |       4.06 |       4.32 |     +6.40% |        2 |     0.2x |     22 |     20 |   W   |     41.5 |
|   4653 |  300181  | 佐力药业     | 未知           |       85亿 |      13.28 |      14.13 |     +6.40% |       17 |     1.4x |     36 |     47 |   W   |     15.2 |
|   4654 |  688139  | 海尔生物     | 未知           |       85亿 |      25.24 |      26.86 |     +6.42% |       11 |     0.9x |     28 |     41 |   W   |     38.6 |
|   4655 |  300022  | 吉峰科技     | 未知           |       38亿 |       7.31 |       7.78 |     +6.43% |       13 |     1.1x |     42 |     41 |   W   |     亏损 |
|   4656 |  300654  | 世纪天鸿     | 未知           |       36亿 |       9.64 |      10.26 |     +6.43% |       16 |     1.3x |     36 |     43 |   W   |    149.1 |
|   4657 |  300684  | 中石科技     | 未知           |      129亿 |      59.40 |      63.22 |     +6.43% |        8 |     0.7x |     28 |     42 |   W   |     55.4 |
|   4658 |  301665  | 泰禾股份     | 未知           |       25亿 |      22.40 |      23.84 |     +6.43% |       21 |     1.8x |     40 |     32 |   W   |     20.6 |
|   4659 |  601366  | 利群股份     | 未知           |       33亿 |       3.24 |       3.45 |     +6.48% |        6 |     0.5x |     22 |     36 |   W   |     亏损 |
|   4660 |  600867  | 通化东宝     | 未知           |      161亿 |       7.70 |       8.20 |     +6.49% |       17 |     1.4x |     36 |     41 |   W   |     13.0 |
|   4661 |  601728  | 中国电信     | 未知           |     4433亿 |       5.36 |       5.71 |     +6.53% |        5 |     0.4x |     26 |     25 |   W   |     16.5 |
|   4662 |  300119  | 瑞普生物     | 未知           |       53亿 |      14.82 |      15.79 |     +6.55% |        7 |     0.6x |     28 |     42 |   W   |     18.7 |
|   4663 |  000056  | *ST皇庭      | 未知           |       19亿 |       1.97 |       2.10 |     +6.60% |        2 |     0.2x |     26 |     20 |   W   |     亏损 |
|   4664 |  300017  | 网宿科技     | 未知           |      344亿 |      13.78 |      14.69 |     +6.60% |        3 |     0.2x |     22 |     22 |   W   |     50.3 |
|   4665 |  688147  | 微导纳米     | 未知           |      618亿 |     124.74 |     133.00 |     +6.62% |        3 |     0.2x |     26 |     26 |   W   |    395.2 |
|   4666 |  600113  | 浙江东日     | 未知           |      124亿 |      28.16 |      30.03 |     +6.64% |        3 |     0.2x |     22 |     29 |   W   |     90.0 |
|   4667 |  600056  | 中国医药     | 未知           |      140亿 |       8.79 |       9.38 |     +6.65% |       13 |     1.1x |     36 |     47 |   W   |     29.1 |
|   4668 |  600493  | 凤竹纺织     | 未知           |       16亿 |       5.37 |       5.73 |     +6.66% |        2 |     0.2x |     22 |     26 |   W   |    254.2 |
|   4669 |  688177  | 百奥泰       | 未知           |       74亿 |      16.78 |      17.90 |     +6.67% |       16 |     1.3x |     36 |     41 |   W   |     亏损 |
|   4670 |  300720  | 海川智能     | 未知           |      158亿 |      80.50 |      85.88 |     +6.68% |        7 |     0.6x |     34 |     45 |   W   |    730.7 |
|   4671 |  002390  | 信邦制药     | 未知           |       55亿 |       2.69 |       2.87 |     +6.69% |        8 |     0.7x |     28 |     42 |   W   |     43.7 |
|   4672 |  300485  | 赛升药业     | 未知           |       26亿 |       9.06 |       9.67 |     +6.73% |        3 |     0.2x |     22 |     26 |   W   |     亏损 |
|   4673 |  002399  | 海普瑞       | 未知           |      120亿 |       9.04 |       9.65 |     +6.75% |       17 |     1.4x |     36 |     41 |   W   |     37.2 |
|   4674 |  001324  | 长青科技     | 未知           |       27亿 |      18.20 |      19.43 |     +6.76% |       21 |     1.8x |     36 |     30 |   W   |     63.9 |
|   4675 |  605116  | 奥锐特       | 未知           |       82亿 |      19.01 |      20.30 |     +6.79% |       22 |     1.8x |     36 |     36 |   W   |     20.9 |
|   4676 |  688271  | 联影医疗     | 未知           |      893亿 |     101.50 |     108.39 |     +6.79% |        5 |     0.4x |     22 |     25 |   W   |     47.1 |
|   4677 |  002546  | 新联电子     | 未知           |       65亿 |       7.65 |       8.17 |     +6.80% |        4 |     0.3x |     22 |     25 |   W   |     12.1 |
|   4678 |  600333  | 长春燃气     | 未知           |       34亿 |       5.15 |       5.50 |     +6.80% |        5 |     0.4x |     22 |     31 |   W   |    289.2 |
|   4679 |  603207  | 小方制药     | 未知           |       13亿 |      22.07 |      23.57 |     +6.80% |       22 |     1.8x |     36 |     30 |   W   |     18.6 |
|   4680 |  002412  | 汉森制药     | 未知           |       30亿 |       5.70 |       6.09 |     +6.84% |        7 |     0.6x |     28 |     41 |   W   |     13.6 |
|   4681 |  603707  | 健友股份     | 未知           |      123亿 |       7.14 |       7.63 |     +6.86% |        8 |     0.7x |     28 |     36 |   W   |     21.0 |
|   4682 |  688818  | 电科蓝天     | 未知           |       90亿 |      63.60 |      67.96 |     +6.86% |        4 |     0.3x |     26 |     35 |   W   |    315.4 |
|   4683 |  300199  | 翰宇药业     | 未知           |      175亿 |      21.99 |      23.50 |     +6.87% |       19 |     1.6x |     36 |     36 |   W   |    219.6 |
